last_active,score,member_since,us_state,first_name,last_name,dob,state,company_name,source,company_name
2018/12/09,57,1984,New Mexico,Jesus,Smith,1993/10/16,NM,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/04/06,61,1988,Idaho,Terry,Freeman,1989/03/26,ID,Keller Group,us_softball_league,Keller Group
2018/09/04,89,1978,Wisconsin,Traci,Silva,1979/05/22,WI,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/04/24,98,1978,Illinois,Anita,Chavez,1990/07/31,IL,,us_softball_league,
2018/08/19,57,1976,Pennsylvania,Robert,Fowler,1984/06/11,PA,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/08/02,96,1986,Maine,Sabrina,Adams,1992/08/17,ME,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/02/23,94,1982,California,Donna,Hunter,1983/04/25,CA,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/12/16,88,1971,Connecticut,Paul,Gross,1990/11/01,CT,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/04/24,42,1979,Illinois,Stephanie,Mcguire,1997/11/30,IL,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/11/24,53,1979,Virginia,Michael,Reyes,1979/06/16,VA,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/08/19,37,1996,Texas,,,1998/10/03,TX,Parker Group,us_softball_league,Parker Group
2018/12/17,70,1975,Texas,Kathy,Grimes,1985/08/10,TX,Rivera Ltd,us_softball_league,Rivera Ltd
2018/04/04,34,1995,New Mexico,Ashley,Monroe,1997/10/29,NM,Scott and Sons,us_softball_league,Scott and Sons
2018/08/13,69,1992,Arizona,James,Farrell,1994/08/27,AZ,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/01/19,31,1986,Mississippi,Shelley,Huang,1995/11/16,MS,Scott and Sons,us_softball_league,Scott and Sons
2018/05/07,71,1975,Missouri,Elizabeth,Bush,1979/11/30,MO,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/05/14,36,1974,New Hampshire,Cameron,Noble,1986/05/17,NH,Pearson Group,us_softball_league,Pearson Group
2018/08/19,47,1977,Mississippi,Susan,Kennedy,1993/11/20,MS,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/12/09,64,1978,North Carolina,Lisa,Hunter,1995/06/10,NC,Pearson Group,us_softball_league,Pearson Group
2018/07/14,86,1992,Rhode Island,William,Mullins,1996/06/12,RI,Pearson Group,us_softball_league,Pearson Group
2018/09/07,95,1971,Tennessee,Lindsay,Miller,1978/07/06,TN,Scott and Sons,us_softball_league,Scott and Sons
2018/09/13,71,1981,Nebraska,Yvonne,Rodriguez,1998/07/09,NE,Keller Group,us_softball_league,Keller Group
2018/08/15,81,1974,Utah,Morgan,Carter,1989/02/01,UT,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/04/08,32,1974,Minnesota,Karen,Singh,1977/11/18,MN,Peterson and Sons,us_softball_league,Peterson and Sons
2018/12/23,55,1993,Florida,Scott,Roach,1993/02/04,FL,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/02/03,61,1979,Connecticut,Andrew,Smith,1984/11/08,CT,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/06/20,35,1984,North Carolina,Joseph,Miller,1985/11/01,NC,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/09/07,84,1984,North Carolina,Jennifer,Solomon,1996/05/30,NC,Keller Group,us_softball_league,Keller Group
2018/06/14,64,1990,South Carolina,Darlene,Alvarez,1996/11/28,SC,Hunter Ltd,us_softball_league,Hunter Ltd
2018/01/21,78,1972,Missouri,Sean,Beasley,1986/09/08,MO,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/01/12,92,1978,South Carolina,Joanne,Kim,1988/04/26,SC,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/07/17,43,1974,Virginia,Deborah,Burke,1994/05/10,VA,Keller Group,us_softball_league,Keller Group
2018/05/12,34,1976,Alaska,Mark,Mann,1977/02/24,AK,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/09/17,45,1979,New York,Mackenzie,Mcfarland,1979/12/07,NY,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/08/07,95,1983,New Hampshire,Luis,Mooney,1993/10/24,NH,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/11/16,42,1986,Pennsylvania,Emily,Hammond,1998/06/25,PA,Peterson and Sons,us_softball_league,Peterson and Sons
2018/11/21,47,1978,Rhode Island,Rebecca,Cox,1988/11/18,RI,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/05/03,59,1981,New York,Donna,Martinez,1984/12/17,NY,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/04/10,84,1974,Maine,Jesse,Thomas,1992/02/11,ME,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/09/20,43,1979,Kentucky,Sarah,Lee,1990/08/02,KY,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/01/14,77,1971,Delaware,George,Gutierrez,1978/07/18,DE,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/08/04,51,1971,Indiana,Bruce,Bradford,1988/10/25,IN,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/05/06,41,1973,Mississippi,Brenda,Hughes,1982/01/05,MS,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/04/21,78,1981,Nevada,Timothy,Nguyen,1995/12/16,NV,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/06/01,85,1974,North Dakota,Dorothy,Mendez,1997/01/04,ND,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/05/23,48,1992,Michigan,Sandra,Payne,1997/07/05,MI,Parker Group,us_softball_league,Parker Group
2018/03/03,71,1979,Mississippi,Billy,Mack,1996/08/20,MS,Parker Group,us_softball_league,Parker Group
2018/05/21,44,1971,Ohio,Priscilla,Patterson,1996/09/28,OH,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/01/12,36,1972,Wyoming,Colleen,Bradley,1995/05/29,WY,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/06/23,48,1978,Alaska,Monica,Jackson,1984/03/29,AK,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/12/08,87,1980,Kansas,Karla,Stanton,1985/09/26,KS,Peterson and Sons,us_softball_league,Peterson and Sons
2019/01/07,53,1971,Vermont,Tonya,Morrow,1983/11/22,VT,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/05/09,83,1971,California,Brandi,Lee,1985/11/17,CA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/02/25,85,1975,New Hampshire,Laura,Sanchez,1987/08/07,NH,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/01/29,53,1980,North Dakota,Richard,Donaldson,1983/01/06,ND,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/03/03,99,1970,Nevada,Jeremy,Soto,1984/10/20,NV,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/10/14,84,1980,New Mexico,Mark,Spencer,1982/10/25,NM,Hunter Ltd,us_softball_league,Hunter Ltd
2018/06/11,36,1981,Ohio,Jeffrey,Garcia,1996/02/06,OH,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/08/04,82,1983,Nebraska,Craig,Andrews,1989/04/10,NE,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/08/31,46,1979,Wisconsin,James,Bowen,1984/08/27,WI,Scott and Sons,us_softball_league,Scott and Sons
2018/05/06,67,1976,Colorado,Sean,Williams,1986/01/22,CO,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/03/29,51,1997,Massachusetts,Christopher,Dickerson,1997/09/15,MA,Pearson Group,us_softball_league,Pearson Group
2018/08/16,95,1971,Vermont,,,1984/04/08,VT,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/05/30,81,1985,Alabama,Caitlin,Morgan,1986/03/21,AL,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/06/26,96,1978,North Carolina,Stephen,Golden,1993/03/17,NC,Hunter Ltd,us_softball_league,Hunter Ltd
2018/01/17,98,1980,Nebraska,John,Howard,1991/04/28,NE,Parker Group,us_softball_league,Parker Group
2018/08/09,35,1987,Oklahoma,Veronica,Cunningham,1989/03/14,OK,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/09/26,65,1974,Tennessee,Lauren,Johnson,1983/01/01,TN,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/07/12,91,1998,Illinois,Stephanie,Gardner,1999/01/02,IL,Peterson and Sons,us_softball_league,Peterson and Sons
2018/10/17,90,1978,Alabama,Alicia,Salas,1995/01/28,AL,,us_softball_league,
2018/10/17,67,1972,West Virginia,Hunter,Shaffer,1987/03/20,WV,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/12/08,60,1971,Hawaii,Yvette,Vance,1998/03/10,HI,Rivera Ltd,us_softball_league,Rivera Ltd
2018/09/16,54,1993,South Carolina,Denise,Miller,1997/03/15,SC,Hunter Ltd,us_softball_league,Hunter Ltd
2018/04/16,82,1982,Montana,Micheal,Pearson,1983/04/11,MT,Peterson and Sons,us_softball_league,Peterson and Sons
2018/02/24,42,1983,Wyoming,Kelly,Mclaughlin,1984/08/02,WY,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/08/07,93,1977,Missouri,Kerry,Mullins,1977/07/05,MO,Peterson and Sons,us_softball_league,Peterson and Sons
2018/12/05,88,1976,South Dakota,Jeffrey,Beasley,1998/12/04,SD,Keller Group,us_softball_league,Keller Group
2018/05/26,60,1982,South Dakota,Deanna,Kelly,1998/08/13,SD,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/02/25,46,1978,Hawaii,Carla,Day,1994/09/30,HI,Scott and Sons,us_softball_league,Scott and Sons
2018/02/10,62,1990,South Dakota,Angela,Bailey,1990/04/19,SD,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/05/12,92,1976,New Jersey,Lisa,Escobar,1979/10/13,NJ,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/11/22,50,1981,North Carolina,Paul,Dawson,1981/01/03,NC,Scott and Sons,us_softball_league,Scott and Sons
2018/07/20,47,1987,Oklahoma,Rebecca,Brown,1990/11/22,OK,Pearson Group,us_softball_league,Pearson Group
2018/08/04,53,1980,North Carolina,Margaret,Smith,1997/02/02,NC,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/02/25,56,1993,Tennessee,Matthew,Underwood,1993/10/02,TN,Keller Group,us_softball_league,Keller Group
2018/03/11,57,1992,New Jersey,Daniel,Bird,1997/03/29,NJ,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/08/19,66,1978,New Mexico,Melissa,Perez,1989/05/01,NM,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/03/23,41,1982,Indiana,,,1998/01/01,IN,,us_softball_league,
2018/03/18,47,1978,Alabama,James,Fuentes,1997/09/02,AL,Pearson Group,us_softball_league,Pearson Group
2018/06/02,37,1970,Maryland,Travis,Jones,1971/09/30,MD,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/03/29,65,1991,New York,Jerry,Golden,1993/02/04,NY,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/02/17,90,1978,Maryland,Brittany,Phillips,1994/08/02,MD,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/08/14,83,1985,Idaho,Angela,Burke,1996/01/05,ID,Rivera Ltd,us_softball_league,Rivera Ltd
2018/05/03,34,1980,North Carolina,Julian,Garcia,1993/05/19,NC,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/11/21,67,1978,Iowa,Eric,Roberts,1987/06/30,IA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/03/06,61,1973,South Carolina,Annette,Smith,1987/04/27,SC,Rivera Ltd,us_softball_league,Rivera Ltd
2018/03/16,71,1985,Alaska,Laurie,Baker,1985/03/13,AK,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/04/21,69,1974,Montana,Lauren,Bruce,1987/12/14,MT,Rivera Ltd,us_softball_league,Rivera Ltd
2018/04/24,47,1979,Indiana,Heather,Rasmussen,1991/04/05,IN,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/08/16,44,1978,Georgia,Brianna,Ramirez,1988/07/24,GA,Keller Group,us_softball_league,Keller Group
2018/09/08,68,1990,Idaho,Christine,Weber,1994/03/26,ID,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/10/29,75,1973,Arkansas,Mario,Edwards,1975/03/30,AR,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/03/18,85,1981,South Carolina,Heather,Hernandez,1991/07/15,SC,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/08/21,94,1984,New Jersey,Sarah,Arellano,1996/06/18,NJ,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/01/22,88,1983,Georgia,Kevin,Lopez,1990/06/18,GA,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/12/14,45,1971,California,Ashley,Palmer,1972/10/01,CA,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/05/27,46,1986,Minnesota,Crystal,French,1995/08/06,MN,Parker Group,us_softball_league,Parker Group
2018/05/13,97,1976,South Dakota,Kelly,Cruz,1976/03/03,SD,Parker Group,us_softball_league,Parker Group
2018/01/23,46,1970,Alaska,Michael,Boyd,1978/09/17,AK,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/02/16,60,1990,Maine,Todd,Santiago,1996/11/24,ME,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/04/28,93,1988,Oklahoma,Tyler,Chapman,1991/03/27,OK,Parker Group,us_softball_league,Parker Group
2018/02/28,65,1985,New Jersey,Ashley,Brown,1987/03/23,NJ,Parker Group,us_softball_league,Parker Group
2018/10/30,58,1988,Maryland,Jean,Franklin,1991/09/10,MD,Rivera Ltd,us_softball_league,Rivera Ltd
2019/01/05,33,1978,New Jersey,Dakota,Little,1991/05/12,NJ,Peterson and Sons,us_softball_league,Peterson and Sons
2018/05/28,66,1973,Ohio,Brenda,Wilson,1995/12/27,OH,Keller Group,us_softball_league,Keller Group
2018/08/12,56,1997,Montana,Margaret,Powell,1998/11/22,MT,Scott and Sons,us_softball_league,Scott and Sons
2018/07/13,35,1981,Indiana,Jasmine,Turner,1992/10/03,IN,Pearson Group,us_softball_league,Pearson Group
2018/01/25,48,1971,Utah,Stephanie,Rowe,1973/07/31,UT,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/06/22,74,1974,Louisiana,Joanne,George,1977/11/01,LA,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/10/26,81,1973,Alaska,Douglas,Richardson,1992/10/30,AK,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/08/19,96,1988,Maryland,,,1991/05/30,MD,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/05/10,88,1979,North Dakota,Elizabeth,Holloway,1982/04/02,ND,Rivera Ltd,us_softball_league,Rivera Ltd
2018/09/29,42,1980,Indiana,Lisa,Mcintyre,1998/03/20,IN,Scott and Sons,us_softball_league,Scott and Sons
2018/03/15,43,1988,Wisconsin,William,Moore,1998/10/04,WI,Keller Group,us_softball_league,Keller Group
2018/08/02,65,1981,Maine,Beverly,Nielsen,1997/06/18,ME,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/12/25,46,1974,California,Tracy,Farrell,1990/08/22,CA,Hunter Ltd,us_softball_league,Hunter Ltd
2018/10/25,76,1980,Oklahoma,Anthony,Li,1994/01/28,OK,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/07/29,57,1988,Missouri,,,1994/07/02,MO,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/10/17,96,1985,Arizona,Wanda,Oliver,1990/09/20,AZ,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/01/23,50,1979,Connecticut,William,Willis,1994/10/12,CT,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/08/31,65,1977,Georgia,Scott,Novak,1991/12/07,GA,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/07/12,86,1975,New Hampshire,Stephanie,Brooks,1978/01/04,NH,Bruce Inc,us_softball_league,Bruce Inc
2018/10/27,37,1973,California,Jennifer,Hartman,1975/12/10,CA,Bruce Inc,us_softball_league,Bruce Inc
2018/09/12,94,1972,Massachusetts,Tiffany,Lopez,1990/04/11,MA,Rivera Ltd,us_softball_league,Rivera Ltd
2018/08/11,48,1972,Georgia,Bradley,Burns,1990/11/08,GA,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/05/06,31,1995,Nevada,Tamara,Cooper,1996/06/09,NV,Scott and Sons,us_softball_league,Scott and Sons
2018/11/01,73,1971,Missouri,Timothy,Wood,1998/06/06,MO,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/06/17,79,1987,Illinois,Julie,Boyd,1998/09/06,IL,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2019/01/09,71,1978,Indiana,James,Gonzales,1996/11/19,IN,Mcdonald Inc,us_softball_league,Mcdonald Inc
2019/01/05,47,1974,Illinois,Samantha,Anderson,1980/08/09,IL,Pearson Group,us_softball_league,Pearson Group
2018/01/18,60,1970,Wyoming,Catherine,Rivera,1993/08/18,WY,Rivera Ltd,us_softball_league,Rivera Ltd
2018/10/08,36,1975,Mississippi,Michael,Miller,1993/07/09,MS,Pearson Group,us_softball_league,Pearson Group
2018/11/21,95,1988,Tennessee,Jonathan,Lane,1989/06/24,TN,Parker Group,us_softball_league,Parker Group
2018/04/27,78,1976,Tennessee,Elizabeth,Hansen,1982/10/01,TN,Bruce Inc,us_softball_league,Bruce Inc
2018/01/12,73,1978,Pennsylvania,Sarah,Sanchez,1981/07/24,PA,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/07/05,81,1971,Kansas,,,1980/09/17,KS,Peterson and Sons,us_softball_league,Peterson and Sons
2018/04/18,32,1972,Wisconsin,,,1972/10/25,WI,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/02/07,90,1975,Utah,Jamie,Everett,1992/10/25,UT,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/01/10,49,1979,Florida,Daniel,Barnes,1994/12/05,FL,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/03/11,61,1970,New Jersey,Katherine,Cunningham,1996/04/02,NJ,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/08/05,64,1975,Illinois,Jessica,Gordon,1997/06/16,IL,Bruce Inc,us_softball_league,Bruce Inc
2018/09/14,87,1983,Iowa,Carla,Harrison,1983/01/01,IA,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/09/11,59,1974,California,Beth,Perez,1990/02/02,CA,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/07/31,81,1975,West Virginia,Toni,Simpson,1981/05/08,WV,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/07/21,34,1975,Virginia,Dylan,Scott,1986/01/30,VA,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/06/13,69,1975,Rhode Island,Elijah,Valdez,1992/03/31,RI,Parker Group,us_softball_league,Parker Group
2018/01/19,42,1981,Montana,Mark,Martinez,1992/11/17,MT,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/02/04,41,1990,New Mexico,Justin,Rose,1993/01/06,NM,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/01/30,78,1988,North Carolina,,,1988/04/01,NC,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/07/18,35,1984,Massachusetts,Maria,Hernandez,1988/01/24,MA,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/10/05,40,1981,Mississippi,Benjamin,Graves,1991/06/14,MS,Parker Group,us_softball_league,Parker Group
2018/01/24,41,1977,Louisiana,Alexander,Bishop,1985/08/20,LA,Hunter Ltd,us_softball_league,Hunter Ltd
2018/02/16,49,1972,Maine,Edward,Campbell,1991/09/06,ME,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/01/17,99,1975,Louisiana,Julie,Davidson,1988/11/23,LA,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/12/02,96,1994,Florida,Lisa,Dillon,1995/03/20,FL,Scott and Sons,us_softball_league,Scott and Sons
2018/10/20,36,1970,West Virginia,Ebony,Lewis,1976/12/10,WV,,us_softball_league,
2018/10/06,93,1982,Connecticut,Dominique,Walters,1990/01/14,CT,,us_softball_league,
2018/11/05,45,1970,Illinois,Jake,Lane,1985/05/08,IL,Rivera Ltd,us_softball_league,Rivera Ltd
2018/05/31,47,1986,Arkansas,Joshua,Davis,1989/08/29,AR,Pearson Group,us_softball_league,Pearson Group
2018/09/23,45,1979,Oklahoma,Robert,Thomas,1980/05/05,OK,Keller Group,us_softball_league,Keller Group
2018/04/26,59,1983,Kansas,,,1994/04/10,KS,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/09/02,31,1981,Maryland,Sara,Miller,1991/11/24,MD,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/01/09,51,1975,New York,Paul,Mcpherson,1980/07/15,NY,Keller Group,us_softball_league,Keller Group
2018/09/10,46,1979,Utah,Kristina,Fuller,1994/09/15,UT,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/03/29,38,1989,Missouri,Todd,Mitchell,1996/08/24,MO,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/03/03,41,1984,Vermont,Brian,Garcia,1995/06/01,VT,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/02/13,70,1993,Delaware,Dana,Weaver,1996/11/02,DE,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/07/16,59,1981,Maryland,Stacey,Harper,1990/08/31,MD,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/02/20,55,1976,Kansas,Erica,Green,1988/10/12,KS,Rivera Ltd,us_softball_league,Rivera Ltd
2018/04/30,86,1977,North Dakota,Elizabeth,Williams,1997/11/03,ND,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/07/27,40,1980,Nebraska,Luis,Cole,1989/12/12,NE,Peterson and Sons,us_softball_league,Peterson and Sons
2018/06/13,58,1985,Washington,Lisa,Jensen,1986/05/24,WA,Scott and Sons,us_softball_league,Scott and Sons
2018/06/09,32,1979,Minnesota,Tiffany,Stevens,1994/12/06,MN,,us_softball_league,
2018/07/30,73,1979,Minnesota,Krystal,Williams,1984/06/25,MN,Hunter Ltd,us_softball_league,Hunter Ltd
2018/02/15,90,1974,Nevada,Shannon,Miller,1996/04/22,NV,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/03/19,69,1980,Vermont,Antonio,Kramer,1982/02/21,VT,Hunter Ltd,us_softball_league,Hunter Ltd
2018/08/04,84,1972,Kentucky,Ashley,Williams,1981/12/27,KY,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/07/18,93,1977,South Dakota,Karen,Erickson,1985/07/04,SD,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/07/29,48,1986,Missouri,Eric,Vincent,1986/04/18,MO,Rivera Ltd,us_softball_league,Rivera Ltd
2018/02/14,86,1970,Iowa,Nicole,Pierce,1995/06/22,IA,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/01/30,99,1978,California,William,Harris,1988/09/15,CA,Bruce Inc,us_softball_league,Bruce Inc
2018/09/06,30,1975,Indiana,Joshua,Bailey,1990/02/07,IN,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2019/01/01,76,1984,New Mexico,Lindsey,Flynn,1996/02/18,NM,Bruce Inc,us_softball_league,Bruce Inc
2018/08/01,48,1977,Minnesota,,,1986/07/28,MN,Parker Group,us_softball_league,Parker Group
2018/08/27,67,1971,Ohio,Ashley,Simmons,1986/09/23,OH,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/02/15,84,1970,Texas,Courtney,Martinez,1993/05/24,TX,Pearson Group,us_softball_league,Pearson Group
2018/12/23,37,1977,Wisconsin,Jasmine,Cox,1995/02/03,WI,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/12/04,45,1989,North Dakota,Nathan,Harmon,1991/05/09,ND,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/02/15,46,1997,Arkansas,,,1997/12/12,AR,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/11/29,70,1984,Connecticut,Jessica,Miller,1987/10/14,CT,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/03/16,63,1977,Florida,Jared,Douglas,1985/05/15,FL,Pearson Group,us_softball_league,Pearson Group
2018/10/06,71,1985,Maryland,Stacy,Landry,1992/06/27,MD,Hunter Ltd,us_softball_league,Hunter Ltd
2018/10/10,72,1985,Missouri,Nicole,Patel,1987/01/22,MO,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/12/30,84,1976,Massachusetts,Rebecca,Estrada,1993/03/31,MA,,us_softball_league,
2018/12/03,40,1979,Utah,Nicholas,Jenkins,1989/03/13,UT,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/05/22,40,1970,Minnesota,Lisa,Castro,1972/10/13,MN,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/08/30,97,1985,California,Darrell,Benson,1994/01/21,CA,Parker Group,us_softball_league,Parker Group
2018/12/30,90,1991,New York,Rose,Savage,1996/04/19,NY,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/08/06,82,1974,Delaware,Christopher,Wilson,1989/02/17,DE,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/04/11,41,1971,Tennessee,Nancy,Hicks,1994/10/03,TN,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/02/15,71,1970,Delaware,Steven,Barnes,1971/12/29,DE,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
